Geneid	Length	Obp56h_KO_M_1	Obp56h_KO_M_2	CSB_M_1	CSB_M_2
FBgn0028984	1521	899	1063	970	1046
FBgn0000047	1595	259	241	177	214
FBgn0038342	881	2	5	6	4
FBgn0019940	1407	6473	7477	7144	7756
FBgn0038344	6970	636	739	619	800
FBgn0038345	1019	0	0	1	0
FBgn0038350	3832	4	6	7	17
FBgn0038349	4562	1547	1762	1232	1909
FBgn0038348	3950	3	11	32	8
FBgn0051296	1288	0	3	8	8
FBgn0038343	551	330	316	330	314
FBgn0038341	7745	639	656	753	763
FBgn0053207	5086	747	726	543	677
FBgn0051446	884	0	0	5	5
FBgn0038353	1546	10	5	22	3
FBgn0038354	2762	487	558	451	459
FBgn0038355	1499	0	1	7	1
FBgn0038356	437	2	0	5	0
FBgn0038358	1881	6	14	13	7
FBgn0038359	1288	1	1	7	9
FBgn0038360	1578	399	421	249	396
FBgn0038361	974	0	1	0	1
FBgn0038363	619	282	222	232	205
FBgn0038365	1270	65	48	71	88
FBgn0026616	6029	2679	2659	1827	2596
FBgn0038366	2433	70	93	64	58
FBgn0038369	1123	125	181	173	183
FBgn0003483	4678	35	65	62	60
FBgn0038373	1773	46	45	50	30
FBgn0038377	1283	4	13	37	23
FBgn0051183	5256	827	683	632	773
FBgn0038376	2986	859	736	513	865
FBgn0038371	1370	12	37	29	27
FBgn0017567	819	1648	1953	1508	1560
FBgn0003227	4131	28	22	19	36
FBgn0000246	2629	117	116	69	82
FBgn0038357	1127	0	0	11	6
FBgn0051294	877	1	1	9	4
FBgn0051292	452	4	8	5	8
FBgn0038381	1645	123	106	104	114
FBgn0038385	3176	193	229	129	220
FBgn0038387	967	217	185	146	160
FBgn0013334	6401	40543	45073	25680	31362
FBgn0038389	811	94	126	142	82
FBgn0038390	2693	19	33	39	40
FBgn0022787	6581	2024	2209	1632	2239
FBgn0038391	3493	8	5	4	8
FBgn0003117	4361	77	113	83	84
FBgn0038394	1047	1	0	7	4
FBgn0038396	973	44	72	49	58
FBgn0027948	7590	6070	6470	4801	6112
FBgn0038398	1829	5897	5709	3742	6315
FBgn0010379	4889	2903	3141	2370	2352
FBgn0052855	2013	303	320	237	325
FBgn0038397	5379	433	360	312	514
FBgn0024222	2488	259	287	251	293
FBgn0038395	1125	84	172	70	61
FBgn0002783	3983	1276	1393	1207	1396
FBgn0052856	620	69	108	81	46
FBgn0038388	1648	651	740	458	703
FBgn0051088	696	113	157	149	138
FBgn0038386	1035	0	0	3	0
FBgn0027657	1601	3388	3979	3802	3486
FBgn0038380	1478	41	31	19	22
FBgn0003319	4180	58	53	64	83
FBgn0038401	2396	265	304	232	303
FBgn0063649	4384	982	1065	813	980
FBgn0038404	2398	75	76	47	72
FBgn0051287	1425	9	3	17	5
FBgn0040071	4855	2692	2568	2230	2506
FBgn0020407	2497	245	209	163	194
FBgn0020399	1287	9	0	13	5
FBgn0038412	2011	614	594	584	653
FBgn0011858	73	2	8	0	2
FBgn0012011	73	0	3	0	2
FBgn0038414	1581	71	81	95	106
FBgn0038415	1670	75	107	64	100
FBgn0038416	1653	98	112	70	113
FBgn0040271	5307	2564	2597	2250	2572
FBgn0040237	2457	537	649	505	622
FBgn0038407	2126	875	985	826	1216
FBgn0024491	3336	342	354	435	315
FBgn0038402	1363	37	50	45	53
FBgn0038400	2392	1959	2273	1737	2080
FBgn0038418	3276	445	375	395	306
FBgn0027095	847	556	703	653	416
FBgn0051279	1582	1	0	13	1
FBgn0051282	74	0	9	1	0
FBgn0038424	1569	388	319	289	435
FBgn0038425	1054	72	70	43	84
FBgn0038429	1754	127	183	114	200
FBgn0038431	929	0	2	12	3
FBgn0038432	1838	272	263	251	328
FBgn0027053	1196	195	227	99	203
FBgn0038435	2494	5	7	0	3
FBgn0038436	2784	5	6	14	20
FBgn0038445	1644	6	6	13	8
FBgn0038446	442	185	272	298	202
FBgn0028381	1111	3	0	22	0
FBgn0038439	6918	57	67	94	51
FBgn0038438	1390	608	544	480	508
FBgn0038437	470	79	53	12	37
FBgn0044826	4983	2267	2609	1941	2183
FBgn0038428	1111	354	474	496	349
FBgn0038426	491	207	283	197	169
FBgn0051497	74	0	0	0	1
FBgn0003513	5191	202	159	259	239
FBgn0038423	1481	6	7	33	3
FBgn0038422	2599	990	1089	950	921
FBgn0038421	1515	581	671	304	399
FBgn0038420	1086	1141	1170	1422	1136
FBgn0038419	2016	36	43	24	33
FBgn0038447	2200	91	101	84	97
FBgn0027109	599	270	382	320	275
FBgn0038449	1674	3	0	5	1
FBgn0038450	1712	9	1	20	8
FBgn0038451	1688	0	1	18	3
FBgn0015520	2908	597	689	371	559
FBgn0038453	1294	1156	1302	860	992
FBgn0015019	2165	568	701	500	650
FBgn0015230	1711	2	1	20	11
FBgn0020556	3488	2	1	9	10
FBgn0063261	594	0	0	0	0
FBgn0003944	4282	15	14	71	29
FBgn0051217	2289	913	885	600	948
FBgn0038455	1103	61	67	51	66
FBgn0015351	1177	59	136	65	71
FBgn0038454	1811	148	176	155	168
FBgn0038452	1660	16	11	38	19
FBgn0022344	938	546	624	721	490
FBgn0027562	2423	2158	2332	1625	2124
FBgn0020907	1283	3237	4053	3470	3716
FBgn0038458	494	0	0	0	0
FBgn0043069	1488	0	0	4	1
FBgn0038463	1979	740	783	511	696
FBgn0038465	2390	2094	2533	2443	2578
FBgn0038466	2467	21	15	30	33
FBgn0038467	2341	863	1013	791	895
FBgn0038462	1230	298	346	335	294
FBgn0038461	1216	322	294	177	294
FBgn0038460	1272	263	283	223	260
FBgn0015011	1969	134	147	122	183
FBgn0015008	1856	2	1	21	5
FBgn0000015	11791	20	19	134	45
FBgn0000014	5477	21	12	77	42
FBgn0038468	1835	3	3	63	17
FBgn0051268	1653	50	57	43	28
FBgn0038471	1102	149	153	98	166
FBgn0038476	2433	1786	2131	1702	1677
FBgn0038478	3602	608	589	505	600
FBgn0051269	937	0	0	6	0
FBgn0051265	909	1	0	4	1
FBgn0051267	921	1	1	16	6
FBgn0038484	1085	6	3	23	10
FBgn0038485	914	0	0	4	6
FBgn0038486	2170	0	1	11	3
FBgn0038490	983	74	56	93	90
FBgn0038491	1855	219	197	173	231
FBgn0038494	2456	810	893	576	767
FBgn0051262	2341	6	13	16	10
FBgn0038492	7334	13	19	131	66
FBgn0038488	3792	1002	962	865	925
FBgn0038487	1126	2	5	29	14
FBgn0038482	925	0	0	4	0
FBgn0038481	1088	1	0	12	2
FBgn0038479	851	0	0	6	0
FBgn0038475	3447	376	366	338	439
FBgn0038473	1895	395	401	328	390
FBgn0038472	1185	163	208	124	130
FBgn0038470	2997	46	41	32	35
FBgn0038469	2214	1	0	22	4
FBgn0051418	717	0	0	0	4
FBgn0051419	774	0	0	0	0
FBgn0028992	1354	184	191	170	188
FBgn0038505	1585	0	1	21	0
FBgn0038506	1222	0	0	21	2
FBgn0038507	1573	0	1	11	3
FBgn0038508	710	8	1	7	10
FBgn0053333	576	0	0	0	0
FBgn0038511	3081	21	2	36	16
FBgn0038512	887	1	2	28	1
FBgn0000564	704	0	2	23	1
FBgn0038510	1143	33	17	60	28
FBgn0038509	513	0	0	0	2
FBgn0038504	4681	2973	3071	1859	2893
FBgn0038499	2975	247	258	209	289
FBgn0038498	3183	2181	2141	1412	1840
FBgn0038516	1452	0	4	7	4
FBgn0025571	3112	1786	1655	1450	1691
FBgn0038523	550	0	0	1	0
FBgn0003375	636	0	1	12	0
FBgn0038524	1994	331	345	414	331
FBgn0038525	1103	5	9	13	4
FBgn0038526	883	21	12	32	41
FBgn0012002	73	0	0	0	0
FBgn0038528	524	0	0	6	0
FBgn0051570	73	0	0	0	0
FBgn0011945	72	0	0	0	0
FBgn0038530	742	4	0	8	3
FBgn0038531	1383	0	0	14	0
FBgn0051573	72	0	0	3	0
FBgn0051578	72	1	1	8	1
FBgn0051579	73	2	5	4	0
FBgn0051577	73	7	0	6	2
FBgn0038532	5917	976	1065	759	981
FBgn0051576	73	0	5	3	2
FBgn0000063	2141	52	30	67	45
FBgn0038536	1046	86	81	121	81
FBgn0051360	649	145	145	83	110
FBgn0051249	1176	208	201	215	134
FBgn0051251	1060	70	81	78	60
FBgn0038533	1134	295	317	192	255
FBgn0051575	73	3	8	8	3
FBgn0051580	73	0	2	2	0
FBgn0051568	73	0	0	0	3
FBgn0051569	73	0	0	0	0
FBgn0051591	73	0	2	0	0
FBgn0011994	74	0	0	6	0
FBgn0011993	74	0	0	9	0
FBgn0038529	914	1	0	0	1
FBgn0011840	73	0	0	0	0
FBgn0038527	464	0	0	3	3
FBgn0011944	72	0	1	7	2
FBgn0004554	604	4	15	16	18
FBgn0038519	1017	859	912	850	900
FBgn0010926	4315	271	297	246	312
FBgn0038515	1850	1105	1153	775	990
FBgn0016650	3222	571	618	476	491
FBgn0038540	702	137	171	87	135
FBgn0038541	4428	153	108	156	160
FBgn0038545	874	267	180	159	202
FBgn0038558	1007	30	53	46	33
FBgn0038552	1615	330	358	281	397
FBgn0038551	1645	385	386	444	353
FBgn0038550	1220	2	5	20	11
FBgn0038549	1706	196	201	169	184
FBgn0038548	1613	77	86	74	99
FBgn0038546	1787	648	730	630	622
FBgn0038542	5491	333	386	295	369
FBgn0038539	654	1	3	1	0
FBgn0000477	1228	889	937	624	743
FBgn0038564	1747	271	282	179	286
FBgn0038565	1549	5	7	23	11
FBgn0038566	1536	0	2	3	2
FBgn0003499	8113	1716	1438	1211	1365
FBgn0051242	72	1	1	0	0
FBgn0051518	72	2	1	6	5
FBgn0038567	1468	3	2	11	2
FBgn0038568	771	0	0	0	0
FBgn0010389	4094	617	704	534	613
FBgn0022943	600	279	294	223	234
FBgn0042693	7793	6352	6852	4806	5727
FBgn0038576	2320	241	201	196	206
FBgn0038578	2060	159	130	107	176
FBgn0028499	2729	287	298	361	273
FBgn0038581	1606	439	562	431	507
FBgn0038582	885	58	22	13	41
FBgn0038585	1093	102	122	120	146
FBgn0011701	2996	1406	1175	897	1429
FBgn0020238	3366	32776	33276	27414	23368
FBgn0038589	360	0	0	0	0
FBgn0038592	1847	117	87	103	91
FBgn0026250	1720	7342	7486	5699	6307
FBgn0038597	2901	141	153	117	149
FBgn0024432	816	1495	1313	1169	1080
FBgn0038607	2041	22	12	18	20
FBgn0038609	1211	42	55	57	59
FBgn0040569	402	1	3	10	8
FBgn0038611	3341	1	1	16	6
FBgn0038610	1390	982	952	671	1123
FBgn0038608	1498	8	5	19	8
FBgn0038606	5268	2042	2042	1527	1744
FBgn0051235	2494	155	93	105	130
FBgn0038603	4316	1917	1674	1440	1874
FBgn0038602	615	0	0	1	0
FBgn0038601	1414	108	147	104	118
FBgn0010877	3531	1868	1952	1653	1985
FBgn0038598	2040	61	34	63	48
FBgn0038596	494	112	105	64	72
FBgn0038595	1342	20	19	16	29
FBgn0038593	2915	278	305	219	302
FBgn0038590	1666	102	76	54	92
FBgn0038588	2619	201	179	177	241
FBgn0038586	1034	194	174	120	184
FBgn0038584	1999	132	145	129	104
FBgn0038583	2367	361	339	324	280
FBgn0011481	5521	6184	6690	5123	4794
FBgn0038579	652	4	12	3	3
FBgn0038577	903	161	123	85	198
FBgn0038569	2543	458	438	390	437
FBgn0038612	857	0	0	9	0
FBgn0038619	940	96	126	99	76
FBgn0038626	1287	0	0	21	1
FBgn0038627	1207	246	263	301	166
FBgn0038630	1407	29	20	8	13
FBgn0023083	4423	3283	3640	3192	3313
FBgn0038629	3837	94	166	187	141
FBgn0004652	18433	6481	6045	4697	5125
FBgn0051122	3563	1924	1916	1454	1699
FBgn0038621	1552	102	87	45	107
FBgn0038617	2167	679	820	491	676
FBgn0028670	3222	1326	1259	845	1535
FBgn0038613	2728	1	1	21	2
FBgn0044871	894	232	264	254	261
FBgn0051231	2241	6	11	19	4
FBgn0051229	777	184	114	92	111
FBgn0038638	2404	85	54	67	51
FBgn0051230	416	5	1	6	1
FBgn0038640	2394	158	178	178	214
FBgn0038641	4748	955	1082	471	892
FBgn0051226	389	2	1	2	1
FBgn0038653	9804	5908	5867	4170	4872
FBgn0038652	3261	741	750	621	641
FBgn0038649	1921	96	135	76	113
FBgn0024329	6046	1183	1335	961	1442
FBgn0038646	823	24	17	14	22
FBgn0038645	953	34	35	13	50
FBgn0038642	3111	59	33	106	62
FBgn0038639	2780	224	295	147	302
FBgn0038632	1846	133	128	147	109
FBgn0051228	72	9	14	11	20
FBgn0038631	693	1278	1344	1664	1292
FBgn0038654	875	381	313	258	270
FBgn0038655	1032	1	5	14	5
FBgn0003248	1365	2445	2640	2129	2430
FBgn0038659	4147	9833	10630	7133	8846
FBgn0022338	1393	167	156	112	139
FBgn0038673	762	34	43	24	44
FBgn0038674	989	28	35	27	54
FBgn0027785	648	1326	1515	1294	1096
FBgn0015781	1168	436	445	352	387
FBgn0038675	844	742	900	705	644
FBgn0038676	5461	44	13	59	33
FBgn0004876	6526	3906	4035	3044	3658
FBgn0027784	1304	152	170	208	140
FBgn0038672	1456	291	333	223	312
FBgn0038666	1942	235	239	257	230
FBgn0038665	477	1619	1943	1763	1285
FBgn0038662	1155	2024	2022	1916	2048
FBgn0038660	1870	87	84	49	92
FBgn0038658	648	3	1	9	4
FBgn0038656	602	4	0	1	1
FBgn0016120	950	4758	5302	5311	4738
FBgn0038679	6526	3265	3512	2691	3306
FBgn0038680	1820	151	172	111	135
FBgn0038681	1697	1212	1270	849	1410
FBgn0002962	2349	1	0	20	2
FBgn0010768	3258	532	493	507	448
FBgn0038685	987	1	5	9	0
FBgn0051475	2688	576	681	479	470
FBgn0025680	1896	2719	2607	1956	2981
FBgn0038692	1247	138	127	128	146
FBgn0038695	2847	19	25	22	12
FBgn0000463	5278	539	659	624	588
FBgn0038694	974	3	1	8	4
FBgn0038693	10179	10802	10045	7758	10254
FBgn0038691	1060	0	1	5	1
FBgn0038690	1278	3	1	24	1
FBgn0038686	2110	460	531	431	557
FBgn0038678	456	432	279	240	233
FBgn0038700	1619	19	12	14	12
FBgn0038701	1566	10	16	13	27
FBgn0038702	1586	15	18	13	19
FBgn0038704	2693	984	1060	872	855
FBgn0038705	1815	7	8	9	16
FBgn0038709	1413	23	16	35	15
FBgn0038708	1188	19	13	42	21
FBgn0038706	1421	122	100	78	111
FBgn0051244	1138	3	19	7	13
FBgn0051245	965	1	13	9	12
FBgn0051404	981	3	4	7	10
FBgn0038697	1033	3	5	6	12
FBgn0038715	1698	2	4	30	5
FBgn0038716	2190	112	75	75	108
FBgn0038718	1716	2	0	15	1
FBgn0038719	2014	5	1	14	9
FBgn0038722	1820	205	211	233	255
FBgn0051220	1421	6	3	15	7
FBgn0051219	1139	0	0	5	6
FBgn0003011	2158	233	254	210	281
FBgn0038727	2921	2	3	25	9
FBgn0051216	2084	265	225	155	253
FBgn0038732	1800	52	36	73	36
FBgn0038733	1789	1560	1642	1282	1463
FBgn0038734	1831	21	19	39	17
FBgn0012004	73	0	0	3	0
FBgn0051215	73	0	0	7	0
FBgn0051471	74	1	0	0	0
FBgn0038731	1705	1	2	8	2
FBgn0038730	1724	6	5	7	14
FBgn0012003	73	2	3	6	8
FBgn0038725	3641	692	716	413	742
FBgn0038723	1250	273	272	211	265
FBgn0038721	4351	1357	1251	936	1201
FBgn0038720	4343	705	765	501	666
FBgn0051459	1014	1	0	12	2
FBgn0038735	2767	1051	1156	858	1223
FBgn0038737	991	177	194	176	137
FBgn0038739	1195	209	239	151	205
FBgn0038742	1418	401	484	318	411
FBgn0014006	5168	971	1179	872	1210
FBgn0038744	3663	718	803	746	786
FBgn0038747	3980	939	999	672	986
FBgn0038751	1565	31	25	33	26
FBgn0038756	410	29	30	24	40
FBgn0051213	6020	548	536	405	521
FBgn0038760	2766	327	386	366	419
FBgn0038766	1220	29	57	33	39
FBgn0038768	1824	243	259	178	247
FBgn0038772	1419	73	69	56	68
FBgn0038771	1190	576	571	463	592
FBgn0040571	3938	739	699	468	539
FBgn0038769	2176	133	117	128	94
FBgn0038767	1525	101	109	74	107
FBgn0038765	1258	66	83	54	82
FBgn0038763	2275	793	755	677	605
FBgn0038761	932	96	100	76	87
FBgn0038755	3100	1615	1603	1049	1361
FBgn0021776	3322	60	58	104	70
FBgn0038753	2062	31	19	9	28
FBgn0038752	2194	404	383	218	396
FBgn0038750	1917	32	31	41	46
FBgn0038749	949	0	0	0	0
FBgn0038746	1150	178	187	154	131
FBgn0038745	4139	2838	2905	1703	2720
FBgn0002940	1588	475436	440964	379399	408958
FBgn0038741	1482	59	146	101	116
FBgn0038740	6617	1064	1178	941	1105
FBgn0038738	1877	1129	1068	719	1042
FBgn0038773	2188	1	6	10	2
FBgn0045471	1161	0	0	12	1
FBgn0038774	789	880	1028	614	717
FBgn0038775	1591	67	64	46	53
FBgn0051206	856	3	3	10	2
FBgn0003249	1391	9824	10349	7607	10228
FBgn0038788	2285	723	714	478	598
FBgn0038789	2037	1	2	8	0
FBgn0038790	268	3	0	1	2
FBgn0038796	979	45	58	37	27
FBgn0038798	1234	1	1	14	1
FBgn0038799	2100	506	601	427	603
FBgn0002869	584	2	2	11	2
FBgn0038797	1599	1	0	5	10
FBgn0038795	1198	821	957	728	737
FBgn0038787	3569	1436	1416	1247	1258
FBgn0038784	829	0	0	24	3
FBgn0038783	939	3	5	12	8
FBgn0053192	274	182	223	95	88
FBgn0043457	1517	212	227	185	201
FBgn0038803	3325	1755	1732	1562	1688
FBgn0038806	1020	435	432	342	353
FBgn0038808	464	294	278	250	247
FBgn0038810	2149	398	420	395	414
FBgn0023097	5811	2196	2295	1395	2359
FBgn0038815	2907	711	749	577	744
FBgn0001169	6004	1298	1242	1071	1356
FBgn0038816	8022	1633	1735	1162	1828
FBgn0038819	1858	55	38	72	121
FBgn0051205	1020	1723	1874	1925	2106
FBgn0004107	2299	104	128	117	88
FBgn0051200	915	1589	1641	1350	1731
FBgn0051199	1013	1251	1414	1333	1578
FBgn0038821	1510	2	2	5	8
FBgn0024944	5533	1584	1568	1218	1399
FBgn0038820	999	2994	3602	1722	2194
FBgn0038818	4019	2930	3374	2149	3609
FBgn0028422	3080	74	68	74	95
FBgn0051201	3444	102	143	141	95
FBgn0015279	4839	1502	1362	1316	1372
FBgn0038814	4319	86	75	49	46
FBgn0051506	84	16	21	16	14
FBgn0038811	1466	127	111	113	142
FBgn0014029	1688	523	623	530	575
FBgn0038809	2813	4622	4672	3929	4270
FBgn0023212	1207	2467	2519	2160	2017
FBgn0038805	1242	272	292	289	291
FBgn0038804	1582	40	54	51	36
FBgn0040575	462	146	127	137	97
FBgn0038826	11225	29629	30698	19792	24075
FBgn0019936	564	5643	6603	11068	5612
FBgn0051223	1270	113	71	114	85
FBgn0053094	2356	4532	5254	4441	4696
FBgn0038832	2723	332	300	273	364
FBgn0038833	681	0	1	5	0
FBgn0038834	619	5879	6688	4654	6719
FBgn0028396	579	13091	8781	16052	16736
FBgn0044812	530	6851	4741	9924	8313
FBgn0038838	526	15	3	8	9
FBgn0044809	573	3	0	16	0
FBgn0051480	72	0	5	5	0
FBgn0051334	72	0	1	0	1
FBgn0051333	72	0	7	0	0
FBgn0038840	3640	183	184	175	219
FBgn0038842	2589	708	740	570	642
FBgn0051191	4416	1280	1411	1230	1032
FBgn0044810	602	1683	1579	3881	2377
FBgn0038839	2869	3960	4254	2598	3782
FBgn0038837	3607	1054	1091	754	973
FBgn0027493	1951	1655	1793	937	1754
FBgn0038830	670	182	227	166	182
FBgn0038829	1916	1450	1438	1320	1344
FBgn0038828	1362	374	394	282	379
FBgn0038827	4587	96	93	94	94
FBgn0046689	1323	0	8	22	3
FBgn0051195	4001	1303	1367	1214	1323
FBgn0013995	8959	6958	7240	5314	6381
FBgn0038846	987	10	21	34	14
FBgn0026056	2518	1350	1414	954	1267
FBgn0038847	838	6	0	2	7
FBgn0038851	978	0	3	9	5
FBgn0038855	1816	171	174	214	154
FBgn0028468	1722	149	111	81	139
FBgn0015790	1815	5016	4950	4319	4313
FBgn0010770	1477	112	145	129	110
FBgn0038858	1633	680	593	311	636
FBgn0038860	2505	105	142	118	177
FBgn0038862	3369	1906	2130	1715	2191
FBgn0038866	1384	179	160	176	160
FBgn0038865	1855	639	597	547	677
FBgn0038861	1038	78	171	90	148
FBgn0038859	591	1	0	0	0
FBgn0038857	1000	113	166	107	153
FBgn0038854	3171	461	498	279	417
FBgn0038853	5353	3447	3824	2347	3331
FBgn0038852	1267	4	0	13	10
FBgn0003257	2039	131	126	77	179
FBgn0025865	2450	1022	1113	664	1076
FBgn0038850	810	61	67	66	70
FBgn0038849	1237	259	249	210	310
FBgn0051207	835	478	613	421	631
FBgn0051189	831	66	82	78	119
FBgn0013812	14010	545	473	449	678
FBgn0046763	1934	730	762	698	659
FBgn0038845	1674	67	24	62	47
FBgn0038868	1090	488	510	380	444
FBgn0038870	3409	201	232	178	193
FBgn0038873	2329	15	15	36	17
FBgn0038874	4512	227	217	247	239
FBgn0038876	1227	418	428	336	332
FBgn0038879	495	2	10	20	13
FBgn0001234	21710	274460	306418	175956	171159
FBgn0002781	16924	4308	4403	3366	4454
FBgn0004110	1664	1	1	25	11
FBgn0004862	1449	17	13	44	10
FBgn0038887	2733	0	0	31	4
FBgn0011278	2277	169	101	88	117
FBgn0008651	2744	95	130	148	152
FBgn0038881	7188	10452	10826	7006	9440
FBgn0038878	1293	1119	1372	1107	1044
FBgn0038877	2124	6324	6105	6721	5323
FBgn0043012	751	598	625	401	598
FBgn0016700	1804	3020	2853	2205	2540
FBgn0000527	3142	1342	1641	1323	1963
FBgn0038871	2819	88	105	71	133
FBgn0038869	1356	96	132	183	126
FBgn0038889	4722	293	371	304	393
FBgn0004863	1856	47	58	37	33
FBgn0038890	5037	1626	1879	1358	1561
FBgn0038894	1217	24	22	23	9
FBgn0051176	2511	519	502	318	428
FBgn0038893	1222	187	179	109	157
FBgn0011766	6451	5989	5804	4999	4361
FBgn0038892	1139	4	0	26	3
FBgn0002941	2670	100	103	91	117
FBgn0038897	3063	256	225	184	189
FBgn0051343	3004	8	10	33	21
FBgn0051233	3059	4	1	23	9
FBgn0051198	3019	11	12	8	18
FBgn0038901	640	4	1	24	0
FBgn0038902	909	24	15	13	28
FBgn0041229	1450	1	2	6	3
FBgn0051431	2018	188	214	163	156
FBgn0064912	1184	30	19	16	13
FBgn0038912	1542	2351	2265	1866	2342
FBgn0053092	2472	8	1	5	3
FBgn0051465	3079	0	0	0	0
FBgn0038917	2843	24	31	77	55
FBgn0038918	1776	3	3	8	4
FBgn0038919	1800	51	73	69	76
FBgn0038916	836	39	95	63	64
FBgn0038915	646	5	0	4	0
FBgn0038914	531	254	253	162	183
FBgn0051174	721	3	8	8	4
FBgn0038909	1582	11	18	22	15
FBgn0015229	2050	3515	3305	3901	2730
FBgn0045468	1146	0	0	0	0
FBgn0045469	1194	1	3	10	8
FBgn0045470	1188	0	2	23	1
FBgn0013759	8504	16771	15923	11057	13013
FBgn0003867	2059	988	1085	1150	1161
FBgn0038903	530	39	27	43	43
FBgn0027575	3988	2217	2213	1196	2172
FBgn0038921	1316	21	27	21	38
FBgn0038923	751	214	192	141	212
FBgn0019957	1618	1584	1730	1110	1788
FBgn0038928	1163	141	119	99	95
FBgn0038929	1189	127	127	111	127
FBgn0040582	1301	688	809	556	773
FBgn0038931	1335	9	2	24	10
FBgn0038930	657	7822	8668	4627	6245
FBgn0038927	2012	0	0	0	0
FBgn0038926	2087	714	739	664	628
FBgn0038925	1356	1566	1577	1650	1356
FBgn0038924	1091	340	378	266	366
FBgn0019960	3000	3199	3723	2243	2925
FBgn0038922	2059	4891	4458	5376	3752
FBgn0051164	1788	2	2	13	3
FBgn0051163	6833	2802	2764	1868	2306
FBgn0038934	5217	241	268	208	212
FBgn0038938	3810	1192	1180	994	1353
FBgn0038941	1178	0	0	4	10
FBgn0038942	490	1	0	16	0
FBgn0038946	1169	1761	1954	1570	1809
FBgn0038947	1815	5540	5674	4445	4650
FBgn0260467	1826	0	0	0	0
FBgn0038952	2693	104	100	171	138
FBgn0038953	3665	264	276	248	250
FBgn0038957	1661	184	198	168	160
FBgn0051165	82	0	0	0	0
FBgn0051166	82	0	0	0	0
FBgn0038959	943	338	319	394	326
FBgn0038960	2337	12	16	54	23
FBgn0038965	1716	445	532	327	445
FBgn0038964	1746	214	240	188	251
FBgn0038961	1935	437	478	460	401
FBgn0051167	82	0	0	0	0
FBgn0051162	82	0	0	1	0
FBgn0038958	1435	2	0	7	3
FBgn0038956	1471	47	60	68	60
FBgn0038951	1103	74	102	93	116
FBgn0038948	1590	278	253	250	331
FBgn0038945	856	0	0	7	4
FBgn0038944	1413	0	0	8	0
FBgn0038943	782	0	5	15	8
FBgn0051423	1815	0	1	11	0
FBgn0051424	1779	5	0	12	3
FBgn0038972	893	165	223	258	209
FBgn0038973	646	7	3	20	12
FBgn0038975	10699	17210	17577	11940	14900
FBgn0038976	894	316	381	346	314
FBgn0038978	553	0	1	0	0
FBgn0038979	654	0	1	2	2
FBgn0053110	2005	1869	2050	2362	1847
FBgn0028837	1203	368	404	215	328
FBgn0038989	1307	91	78	80	81
FBgn0051158	8255	8585	8794	5898	8267
FBgn0038993	1183	27	26	20	20
FBgn0051159	2481	123	109	123	127
FBgn0051161	1666	24	43	62	42
FBgn0020278	7671	816	755	538	837
FBgn0051156	3193	216	398	280	289
FBgn0014949	477	1	0	14	4
FBgn0053107	1067	146	127	124	145
FBgn0024558	1128	153	201	159	170
FBgn0038986	1722	44	51	64	46
FBgn0038984	2899	8992	9391	6545	8707
FBgn0038983	1694	769	884	869	896
FBgn0053099	1248	10	14	23	17
FBgn0038981	1921	529	576	537	586
FBgn0003676	1980	557	626	411	615
FBgn0038977	812	24	33	42	39
FBgn0038974	1253	147	186	123	167
FBgn0028688	1393	527	644	455	584
FBgn0038968	6384	372	487	435	466
FBgn0038967	3083	5	2	25	16
FBgn0038966	1341	256	222	202	264
FBgn0039002	559	0	4	6	13
FBgn0039004	3742	153	138	110	122
FBgn0039006	1872	176	163	226	181
FBgn0039008	1308	191	243	147	215
FBgn0039017	1757	30	24	75	23
FBgn0039019	986	210	237	291	224
FBgn0039025	2208	619	738	565	705
FBgn0039026	8549	14028	14019	10760	12878
FBgn0039027	2597	11	3	22	3
FBgn0039029	2154	4	1	26	12
FBgn0039028	1696	38	49	30	43
FBgn0040588	835	305	394	357	308
FBgn0039024	2213	1450	1801	1190	1959
FBgn0039023	2272	623	667	455	537
FBgn0039022	2267	437	504	345	479
FBgn0051139	1312	0	3	14	0
FBgn0039016	6913	540	476	595	588
FBgn0039015	928	10	14	0	19
FBgn0039013	1531	141	103	102	159
FBgn0024958	2882	562	579	458	659
FBgn0051151	6473	3434	3552	2698	3292
FBgn0039010	2919	8	15	21	21
FBgn0039009	2504	16	6	8	21
FBgn0039007	1249	13	20	8	23
FBgn0039003	2671	269	255	209	258
FBgn0046114	1505	1391	1406	1284	1595
FBgn0017590	4052	4433	4860	3095	3678
FBgn0039030	1112	52	67	27	84
FBgn0051281	1491	2	4	50	18
FBgn0039031	895	1029	1021	930	870
FBgn0039033	1164	16	9	19	8
FBgn0039034	1152	9	9	25	13
